0,SMILES,Kh_mean,Kh_first,Varying_1,Varying_2,Varying_3,Varying_4,Varying_5,Varying_6,Varying_7,Varying_8,Varying_9
3-ethylpentane,CCC(CC)CC,12.454534004828673,12.454534004828673,0,0,0,0,0,0,0,0,0
"2,2,3-trimethylbutane",CC(C)C(C)(C)C,12.569747693523732,12.569747693523732,0,0,0,0,0,0,0,0,0
octane,CCCCCCCC,12.635803785224613,12.635803785224613,1,1,1,0,0,0,0,0,0
2-methylheptane,CCCCCC(C)C,12.786529302962919,12.786529302962919,0,0,0,0,0,0,0,0,0
3-methylheptane,CCCCC(C)CC,12.822258784953993,12.822258784953993,0,0,0,0,0,0,0,0,0
4-methylheptane,CCCC(C)CCC,12.822258784953991,12.822258784953991,0,0,0,0,0,0,0,0,0
"2,2-dimethylhexane",CCCCC(C)(C)C,12.805399466954341,12.805399466954341,0,0,0,0,0,0,0,0,0
"2,3-dimethylhexane",CCCC(C)C(C)C,12.859999112936837,12.859999112936837,0,0,0,0,0,0,0,0,0
"2,4-dimethylhexane",CCC(C)CC(C)C,12.785891140783116,12.785891140783116,0,0,0,0,0,0,0,0,0
"2,5-dimethylhexane",CC(C)CCC(C)C,12.786529302962919,12.786529302962919,0,0,0,0,0,0,0,0,0
"3,3-dimethylhexane",CCCC(C)(C)CC,12.859999112936837,12.859999112936837,0,0,0,0,0,0,0,0,0
"3,4-dimethylhexane",CCC(C)C(C)CC,12.940041820610373,12.940041820610373,0,0,0,0,0,0,0,0,0
3-ethylhexane,CCCC(CC)CC,12.859999112936837,12.859999112936837,0,0,0,0,0,0,0,0,0
"2,2,3-trimethylpentane",CCC(C)C(C)(C)C,12.859999112936837,12.859999112936837,0,0,0,0,0,0,0,0,0
"2,2,4-trimethylpentane",CC(C)CC(C)(C)C,12.619798100980564,12.619798100980564,0,0,0,0,0,0,0,0,0
"2,3,3-trimethylpentane",CCC(C)(C)C(C)C,12.940041820610373,12.940041820610373,0,0,0,0,0,0,0,0,0
"2,3,4-trimethylpentane",CC(C)C(C)C(C)C,12.139891752675059,12.139891752675059,0,0,0,0,0,0,0,0,0
3-ethyl-2-methylpentane,CCC(CC)C(C)C,12.859999112936837,12.859999112936837,0,0,0,0,0,0,0,0,0
3-ethyl-3-methylpentane,CCC(C)(CC)CC,12.98260143502917,12.98260143502917,0,0,0,0,0,0,0,0,0
"2,2,3,3-tetramethylbutane",CC(C)(C)C(C)(C)C,12.859999112936837,12.859999112936837,0,0,0,0,0,0,0,0,0
nonane,CCCCCCCCC,12.827957984787837,12.827957984787837,1,1,0,0,0,0,0,0,0
2-methyloctane,CCCCCCC(C)C,13.073573213234896,13.073573213234896,0,0,0,0,0,0,0,0,0
3-methyloctane,CCCCCC(C)CC,13.17365667179188,13.17365667179188,0,0,0,0,0,0,0,0,0
4-methyloctane,CCCCC(C)CCC,13.822210781866607,13.822210781866607,0,0,0,0,0,0,0,0,0
"2,3-dimethylheptane",CCCCC(C)C(C)C,13.17365667179188,13.17365667179188,0,0,0,0,0,0,0,0,0
"2,2-dimethylheptane",CCCCCC(C)(C)C,13.073573213234896,13.073573213234896,0,0,0,0,0,0,0,0,0
"2,4-dimethylheptane",CCCC(C)CC(C)C,13.073573213234896,13.073573213234896,0,0,0,0,0,0,0,0,0
"2,5-dimethylheptane",CCC(C)CCC(C)C,13.122363377404328,13.122363377404328,0,0,0,0,0,0,0,0,0
"2,6-dimethylheptane",CC(C)CCCC(C)C,13.073573213234896,13.073573213234896,0,0,0,0,0,0,0,0,0
"3,3-dimethylheptane",CCCCC(C)(C)CC,13.17365667179188,13.17365667179188,0,0,0,0,0,0,0,0,0
"3,4-dimethylheptane",CCCC(C)C(C)CC,13.227723893062155,13.227723893062155,0,0,0,0,0,0,0,0,0
"3,5-dimethylheptane",CCC(C)CC(C)CC,13.122363377404328,13.122363377404328,0,0,0,0,0,0,0,0,0
"4,4-dimethylheptane",CCCC(C)(C)CCC,13.17365667179188,13.17365667179188,0,0,0,0,0,0,0,0,0
3-ethylheptane,CCCCC(CC)CC,13.17365667179188,13.17365667179188,0,0,0,0,0,0,0,0,0
4-ethylheptane,CCCC(CC)CCC,13.17365667179188,13.17365667179188,0,0,0,0,0,0,0,0,0
"2,2,3-trimethylhexane",CCCC(C)C(C)(C)C,13.17365667179188,13.17365667179188,0,0,0,0,0,0,0,0,0
"2,2,4-trimethylhexane",CCC(C)CC(C)(C)C,13.073573213234896,13.073573213234896,0,0,0,0,0,0,0,0,0
"2,2,5-trimethylhexane",CC(C)CCC(C)(C)C,12.62760544910515,12.62760544910515,0,0,0,0,0,0,0,0,0
"2,3,3-trimethylhexane",CCCC(C)(C)C(C)C,13.284882306902103,13.284882306902103,0,0,0,0,0,0,0,0,0
"2,3,4-trimethylhexane",CCC(C)C(C)C(C)C,13.227723893062155,13.227723893062155,0,0,0,0,0,0,0,0,0
"2,3,5-trimethylhexane",CC(C)CC(C)C(C)C,13.122363377404328,13.122363377404328,0,0,0,0,0,0,0,0,0
"2,4,4-trimethylhexane",CCC(C)(C)CC(C)C,13.17365667179188,13.17365667179188,0,0,0,0,0,0,0,0,0
"3,3,4-trimethylhexane",CCC(C)C(C)(C)CC,13.284882306902103,13.284882306902103,0,0,0,0,0,0,0,0,0
3-ethyl-2-methylhexane,CCCC(CC)C(C)C,13.17365667179188,13.17365667179188,0,0,0,0,0,0,0,0,0
4-ethyl-2-methylhexane,CCC(CC)CC(C)C,13.122363377404328,13.122363377404328,0,0,0,0,0,0,0,0,0
3-ethyl-3-methylhexane,CCCC(C)(CC)CC,13.284882306902103,13.284882306902103,0,0,0,0,0,0,0,0,0
3-ethyl-4-methylhexane,CCC(C)C(CC)CC,13.227723893062155,13.227723893062155,0,0,0,0,0,0,0,0,0
"2,2,3,3-tetramethylpentane",CCC(C)(C)C(C)(C)C,13.345506928718539,13.345506928718539,0,0,0,0,0,0,0,0,0
"2,2,3,4-tetramethylpentane",CC(C)C(C)C(C)(C)C,13.284882306902103,13.284882306902103,0,0,0,0,0,0,0,0,0
"2,2,4,4-tetramethylpentane",CC(C)(C)CC(C)(C)C,13.17365667179188,13.17365667179188,0,0,0,0,0,0,0,0,0
"2,3,3,4-tetramethylpentane",CC(C)C(C)(C)C(C)C,13.345506928718539,13.345506928718539,0,0,0,0,0,0,0,0,0
"3-ethyl-2,2-dimethylpentane",CCC(CC)C(C)(C)C,13.227723893062155,13.227723893062155,0,0,0,0,0,0,0,0,0
"3-ethyl-2,3-dimethylpentane",CCC(C)(CC)C(C)C,13.41004544985611,13.41004544985611,0,0,0,0,0,0,0,0,0
"3-ethyl-2,4-dimethylpentane",CCC(C(C)C)C(C)C,13.227723893062155,13.227723893062155,0,0,0,0,0,0,0,0,0
"3,3-diethylpentane",CCC(CC)(CC)CC,12.18302169263407,12.18302169263407,1,0,0,0,0,0,0,0,0
decane,CCCCCCCCCC,13.144004514633126,13.144004514633126,0,0,0,0,0,0,0,0,0
2-methylnonane,CCCCCCCC(C)C,13.284882306902103,13.284882306902103,0,0,0,0,0,0,0,0,0
3-methylnonane,CCCCCCC(C)CC,13.284882306902103,13.284882306902103,0,0,0,0,0,0,0,0,0
4-methylnonane,CCCCCC(C)CCC,13.345506928718539,13.345506928718539,0,0,0,0,0,0,0,0,0
5-methylnonane,CCCCC(C)CCCC,13.345506928718539,13.345506928718539,0,0,0,0,0,0,0,0,0
"2,2-dimethyloctane",CCCCCCC(C)(C)C,13.284882306902103,13.284882306902103,0,0,0,0,0,0,0,0,0
"2,3-dimethyloctane",CCCCCC(C)C(C)C,13.41004544985611,13.41004544985611,0,0,0,0,0,0,0,0,0
"2,4-dimethyloctane",CCCCC(C)CC(C)C,13.284882306902103,13.284882306902103,0,0,0,0,0,0,0,0,0
"2,5-dimethyloctane",CCCC(C)CCC(C)C,13.345506928718539,13.345506928718539,0,0,0,0,0,0,0,0,0
"2,6-dimethyloctane",CCC(C)CCCC(C)C,13.345506928718539,13.345506928718539,0,0,0,0,0,0,0,0,0
"2,7-dimethyloctane",CC(C)CCCCC(C)C,13.284882306902103,13.284882306902103,0,0,0,0,0,0,0,0,0
"3,3-dimethyloctane",CCCCCC(C)(C)CC,13.41004544985611,13.41004544985611,0,0,0,0,0,0,0,0,0
"3,4-dimethyloctane",CCCCC(C)C(C)CC,13.41004544985611,13.41004544985611,0,0,0,0,0,0,0,0,0
"3,5-dimethyloctane",CCCC(C)CC(C)CC,13.345506928718539,13.345506928718539,0,0,0,0,0,0,0,0,0
"3,6-dimethyloctane",CCC(C)CCC(C)CC,13.345506928718539,13.345506928718539,0,0,0,0,0,0,0,0,0
"4,4-dimethyloctane",CCCCC(C)(C)CCC,13.41004544985611,13.41004544985611,0,0,0,0,0,0,0,0,0
"4,5-dimethyloctane",CCCC(C)C(C)CCC,13.41004544985611,13.41004544985611,0,0,0,0,0,0,0,0,0
3-ethyloctane,CCCCCC(CC)CC,13.345506928718539,13.345506928718539,0,0,0,0,0,0,0,0,0
4-ethyloctane,CCCCC(CC)CCC,13.345506928718539,13.345506928718539,0,0,0,0,0,0,0,0,0
"2,2,4-trimethylheptane",CCCC(C)CC(C)(C)C,13.345506928718539,13.345506928718539,0,0,0,0,0,0,0,0,0
"2,3,4-trimethylheptane",CCCC(C)C(C)C(C)C,13.479038321343062,13.479038321343062,0,0,0,0,0,0,0,0,0
"2,3,5-trimethylheptane",CCC(C)CC(C)C(C)C,13.479038321343062,13.479038321343062,0,0,0,0,0,0,0,0,0
"2,3,6-trimethylheptane",CC(C)CCC(C)C(C)C,13.345506928718539,13.345506928718539,0,0,0,0,0,0,0,0,0
"2,4,4-trimethylheptane",CCCC(C)(C)CC(C)C,13.41004544985611,13.41004544985611,0,0,0,0,0,0,0,0,0
"2,4,5-trimethylheptane",CCC(C)C(C)CC(C)C,13.41004544985611,13.41004544985611,0,0,0,0,0,0,0,0,0
"2,4,6-trimethylheptane",CC(C)CC(C)CC(C)C,13.227723893062155,13.227723893062155,0,0,0,0,0,0,0,0,0
"2,5,5-trimethylheptane",CCC(C)(C)CCC(C)C,13.41004544985611,13.41004544985611,0,0,0,0,0,0,0,0,0
"3,3,4-trimethylheptane",CCCC(C)C(C)(C)CC,13.553146293496782,13.553146293496782,0,0,0,0,0,0,0,0,0
"3,3,5-trimethylheptane",CCC(C)CC(C)(C)CC,13.479038321343062,13.479038321343062,0,0,0,0,0,0,0,0,0
"3,4,5-trimethylheptane",CCC(C)C(C)C(C)CC,13.479038321343062,13.479038321343062,0,0,0,0,0,0,0,0,0
3-ethyl-2-methylheptane,CCCCC(CC)C(C)C,13.41004544985611,13.41004544985611,0,0,0,0,0,0,0,0,0
5-ethyl-2-methylheptane,CCC(CC)CCC(C)C,13.345506928718539,13.345506928718539,0,0,0,0,0,0,0,0,0
3-ethyl-3-methylheptane,CCCCC(C)(CC)CC,13.479038321343062,13.479038321343062,0,0,0,0,0,0,0,0,0
3-ethyl-5-methylheptane,CCC(C)CC(CC)CC,13.345506928718539,13.345506928718539,0,0,0,0,0,0,0,0,0
4-propylheptane,CCCC(CCC)CCC,13.284882306902103,13.284882306902103,0,0,0,0,0,0,0,0,0
4-(1-methylethyl)-heptane,CCCC(CCC)C(C)C,13.41004544985611,13.41004544985611,0,0,0,0,0,0,0,0,0
"2,2,3,3-tetramethylhexane",CCCC(C)(C)C(C)(C)C,13.633189001170319,13.633189001170319,0,0,0,0,0,0,0,0,0
"2,2,4,5-tetramethylhexane",CC(C)C(C)CC(C)(C)C,13.41004544985611,13.41004544985611,0,0,0,0,0,0,0,0,0
"2,2,5,5-tetramethylhexane",CC(C)(C)CCC(C)(C)C,13.227723893062155,13.227723893062155,0,0,0,0,0,0,0,0,0
"3,3,4,4-tetramethylhexane",CCC(C)(C)C(C)(C)CC,13.815510557964274,13.815510557964274,0,0,0,0,0,0,0,0,0
"4-ethyl-2,2-dimethylhexane",CCC(CC)CC(C)(C)C,13.345506928718539,13.345506928718539,0,0,0,0,0,0,0,0,0
"3,4-diethylhexane",CCC(CC)C(CC)CC,13.479038321343062,13.479038321343062,0,0,0,0,0,0,0,0,0
undecane,CCCCCCCCCCC,13.31908212170609,13.31908212170609,1,1,0,0,0,0,0,0,0
dodecane,CCCCCCCCCCCC,13.580816318641263,13.580816318641263,0,0,0,0,0,0,0,0,0
tridecane,CCCCCCCCCCCCC,12.356895535264757,12.356895535264757,0,0,0,0,0,0,0,0,0
tetradecane,CCCCCCCCCCCCCC,12.511604395288668,12.511604395288668,1,1,0,0,0,0,0,0,0
pentadecane,CCCCCCCCCCCCCCC,12.430467761953443,12.430467761953443,1,1,1,0,0,0,0,0,0
hexadecane,CCCCCCCCCCCCCCCC,11.144661082389163,11.144661082389163,1,1,0,0,0,0,0,0,0
heptadecane,CCCCCCCCCCCCCCCCC,8.622553707074063,8.622553707074063,0,0,0,0,0,0,0,0,0
octadecane,CCCCCCCCCCCCCCCCCC,9.104722888725663,9.104722888725663,1,1,1,1,1,1,0,0,0
nonadecane,CCCCCCCCCCCCCCCCCCC,5.683979847360021,5.683979847360021,0,0,0,0,0,0,0,0,0
eicosane,CCCCCCCCCCCCCCCCCCCC,6.6604428307390116,6.6604428307390116,1,1,1,1,1,1,1,1,0
hexacosane,CCCCCCCCCCCCCCCCCCCCCCCCCC,2.5179765510402725,2.5179765510402725,1,1,1,1,1,1,1,1,1
hexatriacontane,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,-20.572442947211826,-20.572442947211826,0,0,0,0,0,0,0,0,0
cyclopropane,C1CC1,9.476639948871986,9.476639948871986,1,1,0,0,0,0,0,0,0
cyclopentane,C1CCCC1,9.815670216283172,9.815670216283172,0,0,0,0,0,0,0,0,0
cyclohexane,C1CCCCC1,9.733309688356222,9.733309688356222,1,1,0,0,0,0,0,0,0
cycloheptane,C1CCCCCC1,8.657388743351264,8.657388743351264,1,1,0,0,0,0,0,0,0
cyclooctane,C1CCCCCCC1,9.361826035187027,9.361826035187027,0,0,0,0,0,0,0,0,0
methylcyclopentane,CC1CCCC1,10.50928293648255,10.50928293648255,0,0,0,0,0,0,0,0,0
methylcyclohexane,CC1CCCCC1,10.252731699303688,10.252731699303688,1,1,1,1,0,0,0,0,0
methylcyclohexane-d14,C(C1(C(C(C(C(C1([2H])[2H])([2H])[2H])([2H])[2H])([2H])[2H])([2H])[2H])[2H])([2H])([2H])[2H],8.078938260485081,8.078938260485081,0,0,0,0,0,0,0,0,0
ethylcyclohexane,CCC1CCCCC1,10.993382561176636,10.993382561176636,1,0,0,0,0,0,0,0,0
"1,2-dimethylcyclohexane",CC1CCCCC1C,10.770988120240851,10.770988120240851,0,0,0,0,0,0,0,0,0
"{\it cis}-1,2-dimethylcyclohexane",C[C@H]1CCCC[C@H]1C,10.70468815864768,10.70468815864768,1,0,0,0,0,0,0,0,0
"{\it trans}-1,2-dimethylcyclohexane",C[C@H]1CCCC[C@@H]1C,11.269722729443854,11.269722729443854,1,0,0,0,0,0,0,0,0
"{\it trans}-1,4-dimethylcyclohexane",CC1CCC(C)CC1,11.417615285165903,11.417615285165903,0,0,0,0,0,0,0,0,0
"1,1,3-trimethylcyclopentane",CC1CCC(C)(C)C1,11.974960924566787,11.974960924566787,0,0,0,0,0,0,0,0,0
"1,1,3-trimethylcyclohexane",CC1CCCC(C)(C)C1,11.564218759357779,11.564218759357779,0,0,0,0,0,0,0,0,0
propylcyclopentane,CCCC1CCCC1,11.417615285165903,11.417615285165903,0,0,0,0,0,0,0,0,0
pentylcyclopentane,CCCCCC1CCCC1,12.129111604394046,12.129111604394046,0,0,0,0,0,0,0,0,0
cyclooctene,C1CCC\C=C/CC1,8.468403027246806,8.468403027246806,0,0,0,0,0,0,0,0,0
decahydronaphthalene,C1CCC2CCCCC2C1,10.154916279594534,10.154916279594534,1,0,0,0,0,0,0,0,0
($Z$)-bicyclo[4.4.0]decane,C1CCC2CCCCC2C1,7.751725349276666,7.751725349276666,0,0,0,0,0,0,0,0,0
($E$)-bicyclo[4.4.0]decane,C1CCC2CCCCC2C1,8.2170885989659,8.2170885989659,0,0,0,0,0,0,0,0,0
ethene,C=C,9.950606432140903,9.950606432140903,0,0,0,0,0,0,0,0,0
propene,CC=C,9.823793756416052,9.823793756416052,0,0,0,0,0,0,0,0,0
1-butene,CCC=C,9.9691916214225,9.9691916214225,1,0,0,0,0,0,0,0,0
{\it cis}-2-butene,C\C=C/C,9.808177372731803,9.808177372731803,0,0,0,0,0,0,0,0,0
{\it trans}-2-butene,C\C=C\C,10.151948911834628,10.151948911834628,0,0,0,0,0,0,0,0,0
2-methylpropene,CC(C)=C,9.93901517974221,9.93901517974221,0,0,0,0,0,0,0,0,0
1-pentene,CCCC=C,10.642206739319688,10.642206739319688,0,0,0,0,0,0,0,0,0
2-pentene,CC\C=C/C,10.031320924046012,10.031320924046012,0,0,0,0,0,0,0,0,0
{\it cis}-2-pentene,CC\C=C/C,10.031320924046012,10.031320924046012,0,0,0,0,0,0,0,0,0
{\it trans}-2-pentene,CC\C=C\C,10.066075690975808,10.066075690975808,0,0,0,0,0,0,0,0,0
2-methyl-1-butene,CCC(C)=C,10.680016342035124,10.680016342035124,0,0,0,0,0,0,0,0,0
2-methyl-2-butene,CC=C(C)C,9.771383194403057,9.771383194403057,0,0,0,0,0,0,0,0,0
3-methyl-1-butene,CC(C)C=C,10.916127596523063,10.916127596523063,0,0,0,0,0,0,0,0,0
1-hexene,CCCCC=C,10.584945126400129,10.584945126400129,0,0,0,0,0,0,0,0,0
2-methyl-1-pentene,CCCC(C)=C,10.24621316797594,10.24621316797594,0,0,0,0,0,0,0,0,0
4-methyl-1-pentene,CC(C)CC=C,11.042921835724492,11.042921835724492,0,0,0,0,0,0,0,0,0
1-heptene,CCCCCC=C,10.621475453787934,10.621475453787934,0,0,0,0,0,0,0,0,0
{\it trans}-2-heptene,CCCC\C=C\C,10.637456727616328,10.637456727616328,0,0,0,0,0,0,0,0,0
1-octene,CCCCCCC=C,11.371924376196507,11.371924376196507,0,0,0,0,0,0,0,0,0
1-nonene,CCCCCCCC=C,11.330603908176274,11.330603908176274,0,0,0,0,0,0,0,0,0
1-decene,CCCCCCCCC=C,12.564382913902968,12.564382913902968,0,0,0,0,0,0,0,0,0
"1,3-butadiene",C=CC=C,9.361757887899406,9.361757887899406,1,1,1,0,0,0,0,0,0
"2-methyl-1,3-butadiene",CC(=C)C=C,8.752003036433187,8.752003036433187,0,0,0,0,0,0,0,0,0
"1,4-pentadiene",C=CCC=C,9.394303745855458,9.394303745855458,0,0,0,0,0,0,0,0,0
"1,5-hexadiene",C=CCCC=C,9.5724243695854,9.5724243695854,0,0,0,0,0,0,0,0,0
"2,3-dimethyl-1,3-butadiene",CC(=C)C(C)=C,8.50499565037388,8.50499565037388,0,0,0,0,0,0,0,0,0
cyclopentene,C1CC=CC1,8.712121754351005,8.712121754351005,0,0,0,0,0,0,0,0,0
cyclohexene,C1CCC=CC1,8.345697514523618,8.345697514523618,0,0,0,0,0,0,0,0,0
cycloheptene,C1CCC=CCC1,8.386011059182493,8.386011059182493,0,0,0,0,0,0,0,0,0
1-methylcyclohexene,CC1=CCCCC1,8.987997461345461,8.987997461345461,0,0,0,0,0,0,0,0,0
"1,3-cyclopentadiene",C1C=CC=C1,7.662777863260169,7.662777863260169,0,0,0,0,0,0,0,0,0
"1,4-cyclohexadiene",C1C=CCC=C1,6.886138288208932,6.886138288208932,0,0,0,0,0,0,0,0,0
"1,3,5-cycloheptatriene",C1C=CC=CC=C1,6.16581793425276,6.16581793425276,0,0,0,0,0,0,0,0,0
4-ethenylcyclohexene,C=CC1CCC=CC1,8.421883011611913,8.421883011611913,0,0,0,0,0,0,0,0,0
ethyne,C#C,7.799983436273496,7.799983436273496,0,0,0,0,0,0,0,0,0
propyne,CC#C,7.105527959765082,7.105527959765082,0,0,0,0,0,0,0,0,0
1-butyne,CCC#C,7.538737293298952,7.538737293298952,0,0,0,0,0,0,0,0,0
1-pentyne,CCCC#C,7.997444071681186,7.997444071681186,0,0,0,0,0,0,0,0,0
1-hexyne,CCCCC#C,8.188425323585951,8.188425323585951,0,0,0,0,0,0,0,0,0
1-heptyne,CCCCCC#C,8.770695556442323,8.770695556442323,0,0,0,0,0,0,0,0,0
1-octyne,CCCCCCC#C,8.996001732112815,8.996001732112815,0,0,0,0,0,0,0,0,0
1-nonyne,CCCCCCCC#C,9.581404053367015,9.581404053367015,0,0,0,0,0,0,0,0,0
3-buten-1-yne,C=CC#C,7.921303932641305,7.921303932641305,0,0,0,0,0,0,0,0,0
butadiyne,C#CC#C,6.240254745615967,6.240254745615967,0,0,0,0,0,0,0,0,0
benzene,c1ccccc1,6.352757718354801,6.352757718354801,1,1,0,0,0,0,0,0,0
benzene-d6,c1(c(c(c(c(c1[2H])[2H])[2H])[2H])[2H])[2H],6.37886013190821,6.37886013190821,0,0,0,0,0,0,0,0,0
methylbenzene,Cc1ccccc1,6.488816452931048,6.488816452931048,1,1,0,0,0,0,0,0,0
methylbenzene-d8,C(c1c(c(c(c(c1[2H])[2H])[2H])[2H])[2H])([2H])([2H])[2H],6.214608098422191,6.214608098422191,0,0,0,0,0,0,0,0,0
"1,2-dimethylbenzene",Cc1ccccc1C,6.22486142986248,6.22486142986248,1,0,0,0,0,0,0,0,0
"1,2-dimethylbenzene-d10",C(c1c(c(c(c(c1C([2H])([2H])[2H])[2H])[2H])[2H])[2H])([2H])([2H])[2H],5.809142990314028,5.809142990314028,0,0,0,0,0,0,0,0,0
"1,3-dimethylbenzene",Cc1cccc(C)c1,6.565749354559863,6.565749354559863,1,0,0,0,0,0,0,0,0
"1,4-dimethylbenzene",Cc1ccc(C)cc1,6.60098421762548,6.60098421762548,1,1,0,0,0,0,0,0,0
"1,2,3-trimethylbenzene",Cc1cccc(C)c1C,5.9023454954747745,5.9023454954747745,0,0,0,0,0,0,0,0,0
"1,2,4-trimethylbenzene",Cc1ccc(C)c(C)c1,6.313967605582455,6.313967605582455,0,0,0,0,0,0,0,0,0
"1,3,5-trimethylbenzene",Cc1cc(C)cc(C)c1,6.694587470748542,6.694587470748542,1,1,0,0,0,0,0,0,0
"1,2,4,5-tetramethylbenzene",Cc1cc(C)c(C)cc1C,7.849363818840582,7.849363818840582,0,0,0,0,0,0,0,0,0
ethylbenzene,CCc1ccccc1,6.678965828995346,6.678965828995346,1,1,0,0,0,0,0,0,0
ethylbenzene-d10,C(C(c1c(c(c(c(c1[2H])[2H])[2H])[2H])[2H])([2H])[2H])([2H])([2H])[2H],6.214608098422191,6.214608098422191,0,0,0,0,0,0,0,0,0
"1,2-diethylbenzene",CCc1ccccc1CC,6.14909396721899,6.14909396721899,1,0,0,0,0,0,0,0,0
"1,3-diethylbenzene",CCc1cccc(CC)c1,6.1925996557138046,6.1925996557138046,1,0,0,0,0,0,0,0,0
"1,4-diethylbenzene",CCc1ccc(CC)cc1,6.571283042360924,6.571283042360924,0,0,0,0,0,0,0,0,0
propylbenzene,CCCc1ccccc1,6.883947630046367,6.883947630046367,1,0,0,0,0,0,0,0,0
(2-propyl)-benzene,CC(C)c1ccccc1,6.990750522522218,6.990750522522218,1,1,0,0,0,0,0,0,0
1-ethyl-2-methylbenzene,CCc1ccccc1C,6.189479298104659,6.189479298104659,0,0,0,0,0,0,0,0,0
1-ethyl-4-methylbenzene,CCc1ccc(C)cc1,6.214608098422191,6.214608098422191,0,0,0,0,0,0,0,0,0
butylbenzene,CCCCc1ccccc1,7.222599316759103,7.222599316759103,1,1,1,0,0,0,0,0,0
(1-methylpropyl)-benzene,CCC(C)c1ccccc1,7.283056615446766,7.283056615446766,0,0,0,0,0,0,0,0,0
(2-methylpropyl)-benzene,CC(C)Cc1ccccc1,8.111728083308073,8.111728083308073,0,0,0,0,0,0,0,0,0
"(1,1-dimethylethyl)-benzene",CC(C)(C)c1ccccc1,7.032570815856114,7.032570815856114,0,0,0,0,0,0,0,0,0
1-methyl-2-(1-methylethyl)-benzene,CC(C)c1ccccc1C,7.013115794639964,7.013115794639964,0,0,0,0,0,0,0,0,0
1-methyl-3-(1-methylethyl)-benzene,CC(C)c1cccc(C)c1,6.792199418500443,6.792199418500443,0,0,0,0,0,0,0,0,0
1-methyl-4-(1-methylethyl)-benzene,CC(C)c1ccc(C)cc1,6.752243394092716,6.752243394092716,0,0,0,0,0,0,0,0,0
pentylbenzene,CCCCCc1ccccc1,7.018822126384121,7.018822126384121,1,0,0,0,0,0,0,0,0
"(1,1-dimethylpropyl)-benzene",CCC(C)(C)c1ccccc1,7.523941418405954,7.523941418405954,0,0,0,0,0,0,0,0,0
hexylbenzene,CCCCCCc1ccccc1,7.3330922859360355,7.3330922859360355,1,1,0,0,0,0,0,0,0
heptylbenzene,CCCCCCCc1ccccc1,3.816712825623821,3.816712825623821,0,0,0,0,0,0,0,0,0
octylbenzene,CCCCCCCCc1ccccc1,2.9187712324178623,2.9187712324178623,0,0,0,0,0,0,0,0,0
"3,5-di-{\it tert}-butyltoluene",Cc1cc(cc(c1)C(C)(C)C)C(C)(C)C,5.599422459331958,5.599422459331958,0,0,0,0,0,0,0,0,0
1-phenyldecane,CCCCCCCCCCc1ccccc1,8.947976107508692,8.947976107508692,0,0,0,0,0,0,0,0,0
ethenylbenzene,C=Cc1ccccc1,5.713318283173362,5.713318283173362,0,0,0,0,0,0,0,0,0
2-propenylbenzene,C=CCc1ccccc1,6.571283042360924,6.571283042360924,0,0,0,0,0,0,0,0,0
1-ethenyl-3-methylbenzene,Cc1cccc(C=C)c1,5.952243833954701,5.952243833954701,0,0,0,0,0,0,0,0,0
