0,SMILES,Kh_mean,Kh_first,Varying_1,Varying_2,Varying_3,Varying_4,Varying_5,Varying_6,Varying_7,Varying_8,Varying_9
"2,2,4-trimethylpentane",CC(C)CC(C)(C)C,12.585717448245745,12.585717448245745,0,0,0,0,0,0,0,0,0
"2,3,3-trimethylpentane",CCC(C)(C)C(C)C,12.940041820610373,12.940041820610373,0,0,0,0,0,0,0,0,0
"2,3,4-trimethylpentane",CC(C)C(C)C(C)C,12.120273848814684,12.120273848814684,0,0,0,0,0,0,0,0,0
3-ethyl-2-methylpentane,CCC(CC)C(C)C,12.859999112936837,12.859999112936837,0,0,0,0,0,0,0,0,0
3-ethyl-3-methylpentane,CCC(C)(CC)CC,12.98260143502917,12.98260143502917,0,0,0,0,0,0,0,0,0
"2,2,3,3-tetramethylbutane",CC(C)(C)C(C)(C)C,12.859999112936837,12.859999112936837,0,0,0,0,0,0,0,0,0
nonane,CCCCCCCCC,12.752615964799267,12.752615964799267,1,1,0,0,0,0,0,0,0
2-methyloctane,CCCCCCC(C)C,13.073573213234896,13.073573213234896,0,0,0,0,0,0,0,0,0
3-methyloctane,CCCCCC(C)CC,13.17365667179188,13.17365667179188,0,0,0,0,0,0,0,0,0
4-methyloctane,CCCCC(C)CCC,13.820535725891023,13.820535725891023,0,0,0,0,0,0,0,0,0
"2,3-dimethylheptane",CCCCC(C)C(C)C,13.17365667179188,13.17365667179188,0,0,0,0,0,0,0,0,0
"2,2-dimethylheptane",CCCCCC(C)(C)C,13.073573213234896,13.073573213234896,0,0,0,0,0,0,0,0,0
"2,4-dimethylheptane",CCCC(C)CC(C)C,13.073573213234896,13.073573213234896,0,0,0,0,0,0,0,0,0
"2,5-dimethylheptane",CCC(C)CCC(C)C,13.122363377404328,13.122363377404328,0,0,0,0,0,0,0,0,0
"2,6-dimethylheptane",CC(C)CCCC(C)C,13.073573213234896,13.073573213234896,0,0,0,0,0,0,0,0,0
"3,3-dimethylheptane",CCCCC(C)(C)CC,13.17365667179188,13.17365667179188,0,0,0,0,0,0,0,0,0
"3,4-dimethylheptane",CCCC(C)C(C)CC,13.227723893062155,13.227723893062155,0,0,0,0,0,0,0,0,0
"3,5-dimethylheptane",CCC(C)CC(C)CC,13.122363377404328,13.122363377404328,0,0,0,0,0,0,0,0,0
"4,4-dimethylheptane",CCCC(C)(C)CCC,13.17365667179188,13.17365667179188,0,0,0,0,0,0,0,0,0
3-ethylheptane,CCCCC(CC)CC,13.17365667179188,13.17365667179188,0,0,0,0,0,0,0,0,0
4-ethylheptane,CCCC(CC)CCC,13.17365667179188,13.17365667179188,0,0,0,0,0,0,0,0,0
"2,2,3-trimethylhexane",CCCC(C)C(C)(C)C,13.17365667179188,13.17365667179188,0,0,0,0,0,0,0,0,0
"2,2,4-trimethylhexane",CCC(C)CC(C)(C)C,13.073573213234896,13.073573213234896,0,0,0,0,0,0,0,0,0
"2,2,5-trimethylhexane",CC(C)CCC(C)(C)C,12.962228246381862,12.962228246381862,0,0,0,0,0,0,0,0,0
"2,3,3-trimethylhexane",CCCC(C)(C)C(C)C,13.284882306902103,13.284882306902103,0,0,0,0,0,0,0,0,0
"2,3,4-trimethylhexane",CCC(C)C(C)C(C)C,13.227723893062155,13.227723893062155,0,0,0,0,0,0,0,0,0
"2,3,5-trimethylhexane",CC(C)CC(C)C(C)C,13.122363377404328,13.122363377404328,0,0,0,0,0,0,0,0,0
"2,4,4-trimethylhexane",CCC(C)(C)CC(C)C,13.17365667179188,13.17365667179188,0,0,0,0,0,0,0,0,0
"3,3,4-trimethylhexane",CCC(C)C(C)(C)CC,13.284882306902103,13.284882306902103,0,0,0,0,0,0,0,0,0
3-ethyl-2-methylhexane,CCCC(CC)C(C)C,13.17365667179188,13.17365667179188,0,0,0,0,0,0,0,0,0
4-ethyl-2-methylhexane,CCC(CC)CC(C)C,13.122363377404328,13.122363377404328,0,0,0,0,0,0,0,0,0
3-ethyl-3-methylhexane,CCCC(C)(CC)CC,13.284882306902103,13.284882306902103,0,0,0,0,0,0,0,0,0
3-ethyl-4-methylhexane,CCC(C)C(CC)CC,13.227723893062155,13.227723893062155,0,0,0,0,0,0,0,0,0
"2,2,3,3-tetramethylpentane",CCC(C)(C)C(C)(C)C,13.345506928718539,13.345506928718539,0,0,0,0,0,0,0,0,0
"2,2,3,4-tetramethylpentane",CC(C)C(C)C(C)(C)C,13.284882306902103,13.284882306902103,0,0,0,0,0,0,0,0,0
"2,2,4,4-tetramethylpentane",CC(C)(C)CC(C)(C)C,13.17365667179188,13.17365667179188,0,0,0,0,0,0,0,0,0
"2,3,3,4-tetramethylpentane",CC(C)C(C)(C)C(C)C,13.345506928718539,13.345506928718539,0,0,0,0,0,0,0,0,0
"3-ethyl-2,2-dimethylpentane",CCC(CC)C(C)(C)C,13.227723893062155,13.227723893062155,0,0,0,0,0,0,0,0,0
"3-ethyl-2,3-dimethylpentane",CCC(C)(CC)C(C)C,13.41004544985611,13.41004544985611,0,0,0,0,0,0,0,0,0
"3-ethyl-2,4-dimethylpentane",CCC(C(C)C)C(C)C,13.227723893062155,13.227723893062155,0,0,0,0,0,0,0,0,0
"3,3-diethylpentane",CCC(CC)(CC)CC,12.18302169263407,12.18302169263407,1,0,0,0,0,0,0,0,0
decane,CCCCCCCCCC,13.276305767288978,13.276305767288978,0,0,0,0,0,0,0,0,0
2-methylnonane,CCCCCCCC(C)C,13.284882306902103,13.284882306902103,0,0,0,0,0,0,0,0,0
3-methylnonane,CCCCCCC(C)CC,13.284882306902103,13.284882306902103,0,0,0,0,0,0,0,0,0
4-methylnonane,CCCCCC(C)CCC,13.345506928718539,13.345506928718539,0,0,0,0,0,0,0,0,0
5-methylnonane,CCCCC(C)CCCC,13.345506928718539,13.345506928718539,0,0,0,0,0,0,0,0,0
"2,2-dimethyloctane",CCCCCCC(C)(C)C,13.284882306902103,13.284882306902103,0,0,0,0,0,0,0,0,0
"2,3-dimethyloctane",CCCCCC(C)C(C)C,13.41004544985611,13.41004544985611,0,0,0,0,0,0,0,0,0
"2,4-dimethyloctane",CCCCC(C)CC(C)C,13.284882306902103,13.284882306902103,0,0,0,0,0,0,0,0,0
"2,5-dimethyloctane",CCCC(C)CCC(C)C,13.345506928718539,13.345506928718539,0,0,0,0,0,0,0,0,0
"2,6-dimethyloctane",CCC(C)CCCC(C)C,13.345506928718539,13.345506928718539,0,0,0,0,0,0,0,0,0
"2,7-dimethyloctane",CC(C)CCCCC(C)C,13.284882306902103,13.284882306902103,0,0,0,0,0,0,0,0,0
"3,3-dimethyloctane",CCCCCC(C)(C)CC,13.41004544985611,13.41004544985611,0,0,0,0,0,0,0,0,0
"3,4-dimethyloctane",CCCCC(C)C(C)CC,13.41004544985611,13.41004544985611,0,0,0,0,0,0,0,0,0
"3,5-dimethyloctane",CCCC(C)CC(C)CC,13.345506928718539,13.345506928718539,0,0,0,0,0,0,0,0,0
"3,6-dimethyloctane",CCC(C)CCC(C)CC,13.345506928718539,13.345506928718539,0,0,0,0,0,0,0,0,0
"4,4-dimethyloctane",CCCCC(C)(C)CCC,13.41004544985611,13.41004544985611,0,0,0,0,0,0,0,0,0
"4,5-dimethyloctane",CCCC(C)C(C)CCC,13.41004544985611,13.41004544985611,0,0,0,0,0,0,0,0,0
3-ethyloctane,CCCCCC(CC)CC,13.345506928718539,13.345506928718539,0,0,0,0,0,0,0,0,0
4-ethyloctane,CCCCC(CC)CCC,13.345506928718539,13.345506928718539,0,0,0,0,0,0,0,0,0
"2,2,4-trimethylheptane",CCCC(C)CC(C)(C)C,13.345506928718539,13.345506928718539,0,0,0,0,0,0,0,0,0
"2,3,4-trimethylheptane",CCCC(C)C(C)C(C)C,13.479038321343062,13.479038321343062,0,0,0,0,0,0,0,0,0
"2,3,5-trimethylheptane",CCC(C)CC(C)C(C)C,13.479038321343062,13.479038321343062,0,0,0,0,0,0,0,0,0
"2,3,6-trimethylheptane",CC(C)CCC(C)C(C)C,13.345506928718539,13.345506928718539,0,0,0,0,0,0,0,0,0
"2,4,4-trimethylheptane",CCCC(C)(C)CC(C)C,13.41004544985611,13.41004544985611,0,0,0,0,0,0,0,0,0
"2,4,5-trimethylheptane",CCC(C)C(C)CC(C)C,13.41004544985611,13.41004544985611,0,0,0,0,0,0,0,0,0
"2,4,6-trimethylheptane",CC(C)CC(C)CC(C)C,13.227723893062155,13.227723893062155,0,0,0,0,0,0,0,0,0
"2,5,5-trimethylheptane",CCC(C)(C)CCC(C)C,13.41004544985611,13.41004544985611,0,0,0,0,0,0,0,0,0
"3,3,4-trimethylheptane",CCCC(C)C(C)(C)CC,13.553146293496782,13.553146293496782,0,0,0,0,0,0,0,0,0
"3,3,5-trimethylheptane",CCC(C)CC(C)(C)CC,13.479038321343062,13.479038321343062,0,0,0,0,0,0,0,0,0
"3,4,5-trimethylheptane",CCC(C)C(C)C(C)CC,13.479038321343062,13.479038321343062,0,0,0,0,0,0,0,0,0
3-ethyl-2-methylheptane,CCCCC(CC)C(C)C,13.41004544985611,13.41004544985611,0,0,0,0,0,0,0,0,0
5-ethyl-2-methylheptane,CCC(CC)CCC(C)C,13.345506928718539,13.345506928718539,0,0,0,0,0,0,0,0,0
3-ethyl-3-methylheptane,CCCCC(C)(CC)CC,13.479038321343062,13.479038321343062,0,0,0,0,0,0,0,0,0
3-ethyl-5-methylheptane,CCC(C)CC(CC)CC,13.345506928718539,13.345506928718539,0,0,0,0,0,0,0,0,0
4-propylheptane,CCCC(CCC)CCC,13.284882306902103,13.284882306902103,0,0,0,0,0,0,0,0,0
4-(1-methylethyl)-heptane,CCCC(CCC)C(C)C,13.41004544985611,13.41004544985611,0,0,0,0,0,0,0,0,0
"2,2,3,3-tetramethylhexane",CCCC(C)(C)C(C)(C)C,13.633189001170319,13.633189001170319,0,0,0,0,0,0,0,0,0
"2,2,4,5-tetramethylhexane",CC(C)C(C)CC(C)(C)C,13.41004544985611,13.41004544985611,0,0,0,0,0,0,0,0,0
"2,2,5,5-tetramethylhexane",CC(C)(C)CCC(C)(C)C,13.227723893062155,13.227723893062155,0,0,0,0,0,0,0,0,0
"3,3,4,4-tetramethylhexane",CCC(C)(C)C(C)(C)CC,13.815510557964274,13.815510557964274,0,0,0,0,0,0,0,0,0
"4-ethyl-2,2-dimethylhexane",CCC(CC)CC(C)(C)C,13.345506928718539,13.345506928718539,0,0,0,0,0,0,0,0,0
"3,4-diethylhexane",CCC(CC)C(CC)CC,13.479038321343062,13.479038321343062,0,0,0,0,0,0,0,0,0
undecane,CCCCCCCCCCC,13.28040415089107,13.28040415089107,1,1,0,0,0,0,0,0,0
dodecane,CCCCCCCCCCCC,13.516092307419921,13.516092307419921,0,0,0,0,0,0,0,0,0
tridecane,CCCCCCCCCCCCC,12.356895535264757,12.356895535264757,0,0,0,0,0,0,0,0,0
tetradecane,CCCCCCCCCCCCCC,11.652187532303737,11.652187532303737,0,0,0,0,0,0,0,0,0
pentadecane,CCCCCCCCCCCCCCC,10.770988120240851,10.770988120240851,0,0,0,0,0,0,0,0,0
hexadecane,CCCCCCCCCCCCCCCC,10.054310442270712,10.054310442270712,0,0,0,0,0,0,0,0,0
heptadecane,CCCCCCCCCCCCCCCCC,8.622553707074063,8.622553707074063,0,0,0,0,0,0,0,0,0
octadecane,CCCCCCCCCCCCCCCCCC,6.812445099177812,6.812445099177812,0,0,0,0,0,0,0,0,0
nonadecane,CCCCCCCCCCCCCCCCCCC,5.683979847360021,5.683979847360021,0,0,0,0,0,0,0,0,0
eicosane,CCCCCCCCCCCCCCCCCCCC,3.506557897319982,3.506557897319982,0,0,0,0,0,0,0,0,0
cyclopropane,C1CC1,9.211579925283786,9.211579925283786,0,0,0,0,0,0,0,0,0
cyclopentane,C1CCCC1,9.804470785535159,9.804470785535159,0,0,0,0,0,0,0,0,0
cyclohexane,C1CCCCC1,9.698043076909569,9.698043076909569,1,1,0,0,0,0,0,0,0
cycloheptane,C1CCCCCC1,7.77639092095413,7.77639092095413,1,1,0,0,0,0,0,0,0
cyclooctane,C1CCCCCCC1,9.348335808860133,9.348335808860133,0,0,0,0,0,0,0,0,0
methylcyclopentane,CC1CCCC1,10.501489869874508,10.501489869874508,0,0,0,0,0,0,0,0,0
methylcyclohexane,CC1CCCCC1,9.475975653533231,9.475975653533231,1,1,0,0,0,0,0,0,0
methylcyclohexane-d14,C(C1(C(C(C(C(C1([2H])[2H])([2H])[2H])([2H])[2H])([2H])[2H])([2H])[2H])[2H])([2H])([2H])[2H],8.078938260485081,8.078938260485081,0,0,0,0,0,0,0,0,0
ethylcyclohexane,CCC1CCCCC1,10.57625573685999,10.57625573685999,0,0,0,0,0,0,0,0,0
"{\it cis}-1,2-dimethylcyclohexane",C[C@H]1CCCC[C@H]1C,10.471608941185314,10.471608941185314,0,0,0,0,0,0,0,0,0
"{\it trans}-1,2-dimethylcyclohexane",C[C@H]1CCCC[C@@H]1C,10.876642667074455,10.876642667074455,0,0,0,0,0,0,0,0,0
"{\it trans}-1,4-dimethylcyclohexane",CC1CCC(C)CC1,11.417615285165903,11.417615285165903,0,0,0,0,0,0,0,0,0
"1,1,3-trimethylcyclopentane",CC1CCC(C)(C)C1,11.974960924566787,11.974960924566787,0,0,0,0,0,0,0,0,0
propylcyclopentane,CCCC1CCCC1,11.417615285165903,11.417615285165903,0,0,0,0,0,0,0,0,0
pentylcyclopentane,CCCCCC1CCCC1,12.129111604394046,12.129111604394046,0,0,0,0,0,0,0,0,0
cyclooctene,C1CCC\C=C/CC1,8.468403027246806,8.468403027246806,0,0,0,0,0,0,0,0,0
decahydronaphthalene,C1CCC2CCCCC2C1,9.53884443894822,9.53884443894822,0,0,0,0,0,0,0,0,0
ethene,C=C,9.948016237188453,9.948016237188453,0,0,0,0,0,0,0,0,0
propene,CC=C,9.773922846777747,9.773922846777747,0,0,0,0,0,0,0,0,0
1-butene,CCC=C,9.742185374397886,9.742185374397886,1,0,0,0,0,0,0,0,0
2-methylpropene,CC(C)=C,9.867234207142754,9.867234207142754,0,0,0,0,0,0,0,0,0
1-pentene,CCCC=C,10.610242064602824,10.610242064602824,0,0,0,0,0,0,0,0,0
{\it cis}-2-pentene,CC\C=C/C,10.031320924046012,10.031320924046012,0,0,0,0,0,0,0,0,0
{\it trans}-2-pentene,CC\C=C\C,10.054310442270712,10.054310442270712,0,0,0,0,0,0,0,0,0
3-methyl-1-butene,CC(C)C=C,10.898105189432972,10.898105189432972,0,0,0,0,0,0,0,0,0
1-hexene,CCCCC=C,10.47992192396773,10.47992192396773,0,0,0,0,0,0,0,0,0
2-methyl-1-pentene,CCCC(C)=C,10.246077057991513,10.246077057991513,0,0,0,0,0,0,0,0,0
4-methyl-1-pentene,CC(C)CC=C,11.042921835724492,11.042921835724492,0,0,0,0,0,0,0,0,0
1-heptene,CCCCCC=C,10.6170457303562,10.6170457303562,0,0,0,0,0,0,0,0,0
{\it trans}-2-heptene,CCCC\C=C\C,10.637456727616328,10.637456727616328,0,0,0,0,0,0,0,0,0
1-octene,CCCCCCC=C,11.199589712139739,11.199589712139739,0,0,0,0,0,0,0,0,0
1-nonene,CCCCCCCC=C,11.330603908176274,11.330603908176274,0,0,0,0,0,0,0,0,0
"1,3-butadiene",C=CC=C,8.874891155488324,8.874891155488324,0,0,0,0,0,0,0,0,0
"2-methyl-1,3-butadiene",CC(=C)C=C,8.507036697588802,8.507036697588802,0,0,0,0,0,0,0,0,0
"1,4-pentadiene",C=CCC=C,9.396669950167675,9.396669950167675,0,0,0,0,0,0,0,0,0
cyclopentene,C1CC=CC1,8.591153256454549,8.591153256454549,0,0,0,0,0,0,0,0,0
cyclohexene,C1CCC=CC1,8.244116851739228,8.244116851739228,0,0,0,0,0,0,0,0,0
"1,4-cyclohexadiene",C1C=CCC=C1,6.907755278982137,6.907755278982137,0,0,0,0,0,0,0,0,0
"1,3,5-cycloheptatriene",C1C=CC=CC=C1,6.165817934252759,6.165817934252759,0,0,0,0,0,0,0,0,0
ethyne,C#C,7.805604700837753,7.805604700837753,0,0,0,0,0,0,0,0,0
propyne,CC#C,7.098944273179384,7.098944273179384,0,0,0,0,0,0,0,0,0
1-butyne,CCC#C,7.41199068272019,7.41199068272019,0,0,0,0,0,0,0,0,0
1-pentyne,CCCC#C,8.063534340371037,8.063534340371037,0,0,0,0,0,0,0,0,0
1-hexyne,CCCCC#C,7.989166854291581,7.989166854291581,0,0,0,0,0,0,0,0,0
1-heptyne,CCCCCC#C,8.839371699611494,8.839371699611494,0,0,0,0,0,0,0,0,0
1-octyne,CCCCCCC#C,9.028018815182229,9.028018815182229,0,0,0,0,0,0,0,0,0
1-nonyne,CCCCCCCC#C,9.581404053367015,9.581404053367015,0,0,0,0,0,0,0,0,0
3-buten-1-yne,C=CC#C,7.888673428784923,7.888673428784923,0,0,0,0,0,0,0,0,0
butadiyne,C#CC#C,6.240254745615967,6.240254745615967,0,0,0,0,0,0,0,0,0
benzene,c1ccccc1,6.337717405908796,6.337717405908796,1,0,0,0,0,0,0,0,0
benzene-d6,c1(c(c(c(c(c1[2H])[2H])[2H])[2H])[2H])[2H],6.37886013190821,6.37886013190821,0,0,0,0,0,0,0,0,0
methylbenzene,Cc1ccccc1,6.493731342782945,6.493731342782945,1,1,0,0,0,0,0,0,0
methylbenzene-d8,C(c1c(c(c(c(c1[2H])[2H])[2H])[2H])[2H])([2H])([2H])[2H],6.214608098422191,6.214608098422191,0,0,0,0,0,0,0,0,0
"1,2-dimethylbenzene",Cc1ccccc1C,6.2155009668968955,6.2155009668968955,1,0,0,0,0,0,0,0,0
"1,2-dimethylbenzene-d10",C(c1c(c(c(c(c1C([2H])([2H])[2H])[2H])[2H])[2H])[2H])([2H])([2H])[2H],5.809142990314028,5.809142990314028,0,0,0,0,0,0,0,0,0
"1,3-dimethylbenzene",Cc1cccc(C)c1,6.589904734904811,6.589904734904811,1,0,0,0,0,0,0,0,0
"1,4-dimethylbenzene",Cc1ccc(C)cc1,6.578828350930968,6.578828350930968,1,0,0,0,0,0,0,0,0
"1,2,3-trimethylbenzene",Cc1cccc(C)c1C,5.960692931063148,5.960692931063148,0,0,0,0,0,0,0,0,0
"1,2,4-trimethylbenzene",Cc1ccc(C)c(C)c1,6.287157014150289,6.287157014150289,0,0,0,0,0,0,0,0,0
"1,3,5-trimethylbenzene",Cc1cc(C)cc(C)c1,6.541140317050736,6.541140317050736,0,0,0,0,0,0,0,0,0
"1,2,4,5-tetramethylbenzene",Cc1cc(C)c(C)cc1C,7.849363818840582,7.849363818840582,0,0,0,0,0,0,0,0,0
ethylbenzene,CCc1ccccc1,6.624985608651307,6.624985608651307,1,0,0,0,0,0,0,0,0
ethylbenzene-d10,C(C(c1c(c(c(c(c1[2H])[2H])[2H])[2H])[2H])([2H])[2H])([2H])([2H])[2H],6.214608098422191,6.214608098422191,0,0,0,0,0,0,0,0,0
"1,2-diethylbenzene",CCc1ccccc1CC,6.725433722188183,6.725433722188183,0,0,0,0,0,0,0,0,0
"1,3-diethylbenzene",CCc1cccc(CC)c1,5.572754212249797,5.572754212249797,0,0,0,0,0,0,0,0,0
propylbenzene,CCCc1ccccc1,6.887729032644208,6.887729032644208,1,0,0,0,0,0,0,0,0
(2-propyl)-benzene,CC(C)c1ccccc1,6.824339852534668,6.824339852534668,1,1,0,0,0,0,0,0,0
1-ethyl-2-methylbenzene,CCc1ccccc1C,6.074846156047033,6.074846156047033,0,0,0,0,0,0,0,0,0
1-ethyl-4-methylbenzene,CCc1ccc(C)cc1,6.214608098422191,6.214608098422191,0,0,0,0,0,0,0,0,0
butylbenzene,CCCCc1ccccc1,7.103310965339924,7.103310965339924,1,0,0,0,0,0,0,0,0
(1-methylpropyl)-benzene,CCC(C)c1ccccc1,7.030357984625826,7.030357984625826,0,0,0,0,0,0,0,0,0
(2-methylpropyl)-benzene,CC(C)Cc1ccccc1,8.111728083308073,8.111728083308073,0,0,0,0,0,0,0,0,0
"(1,1-dimethylethyl)-benzene",CC(C)(C)c1ccccc1,6.833822396536752,6.833822396536752,0,0,0,0,0,0,0,0,0
1-methyl-4-(1-methylethyl)-benzene,CC(C)c1ccc(C)cc1,6.624371635858933,6.624371635858933,0,0,0,0,0,0,0,0,0
pentylbenzene,CCCCCc1ccccc1,7.1582868881323805,7.1582868881323805,1,0,0,0,0,0,0,0,0
hexylbenzene,CCCCCCc1ccccc1,7.718004708878899,7.718004708878899,0,0,0,0,0,0,0,0,0
"3,5-di-{\it tert}-butyltoluene",Cc1cc(cc(c1)C(C)(C)C)C(C)(C)C,5.599422459331958,5.599422459331958,0,0,0,0,0,0,0,0,0
ethenylbenzene,C=Cc1ccccc1,5.722814704837875,5.722814704837875,0,0,0,0,0,0,0,0,0
2-propenylbenzene,C=CCc1ccccc1,6.571283042360924,6.571283042360924,0,0,0,0,0,0,0,0,0
1-ethenyl-3-methylbenzene,Cc1cccc(C=C)c1,5.952243833954701,5.952243833954701,0,0,0,0,0,0,0,0,0
1-ethenyl-4-methylbenzene,Cc1ccc(C=C)cc1,5.654992310486769,5.654992310486769,0,0,0,0,0,0,0,0,0
$\alpha$-pinene,CC1=CCC2CC1C2(C)C,9.15034972046861,9.15034972046861,1,1,0,0,0,0,0,0,0
$\beta$-pinene,CC1(C)C2CCC(=C)C1C2,8.782920032428072,8.782920032428072,1,1,0,0,0,0,0,0,0
"1-methyl-4-(1-methylethyl)-1,3-cyclohexadiene",CC(C)C1=CC=C(C)CC1,7.9259463050918315,7.9259463050918315,0,0,0,0,0,0,0,0,0
"1-methyl-4-(1-methylethyl)-1,4-cyclohexadiene",CC(C)C1=CCC(=CC1)C,7.875339305243843,7.875339305243843,0,0,0,0,0,0,0,0,0
1-methyl-4-(1-methylethenyl)-cyclohexene,CC(=C)C1CCC(=CC1)C,7.3901949666346916,7.3901949666346916,0,0,0,0,0,0,0,0,0
($R$)-1-methyl-4-(1-methylethenyl)-cyclohexene,CC(=C)[C@@H]1CCC(=CC1)C,8.106203165214781,8.106203165214781,0,0,0,0,0,0,0,0,0
($S$)-1-methyl-4-(1-methylethenyl)-cyclohexene,CC(=C)[C@H]1CCC(=CC1)C,7.957577403480815,7.957577403480815,0,0,0,0,0,0,0,0,0
"3,7,7-trimethyl-bicyclo[4.1.0]hept-3-ene",CC1=CCC2C(C1)C2(C)C,8.740336742730447,8.740336742730447,0,0,0,0,0,0,0,0,0
"7-methyl-3-methylene-1,6-octadiene",CC(C)=CCCC(=C)C=C,7.047017346315645,7.047017346315645,0,0,0,0,0,0,0,0,0
1-methyl-4-(1-methylethylidene)-cyclohexene,CC(C)=C1CCC(=CC1)C,7.875339305243843,7.875339305243843,0,0,0,0,0,0,0,0,0
"2-methyl-5-(1-methylethyl)-1,3-cyclohexadiene",CC(C)[C@H]1CC=C(C)C=C1,8.622553707074063,8.622553707074063,0,0,0,0,0,0,0,0,0
3-methylene-6-(1-methylethyl)-cyclohexene,CC(C)[C@@H]1CCC(=C)C=C1,8.622553707074063,8.622553707074063,0,0,0,0,0,0,0,0,0
biphenyl,c1ccc(cc1)c2ccccc2,3.5267682732394587,3.5267682732394587,1,0,0,0,0,0,0,0,0
diphenylmethane,C(c1ccccc1)c2ccccc2,0.0,0.0,0,0,0,0,0,0,0,0,0
"1,2-diphenylethane",C(Cc1ccccc1)c2ccccc2,2.8302178350764176,2.8302178350764176,0,0,0,0,0,0,0,0,0
azulene,c1ccc2cccc2cc1,1.8971199848858813,1.8971199848858813,0,0,0,0,0,0,0,0,0
naphthalene,c1ccc2ccccc2c1,3.8114398939285854,3.8114398939285854,1,1,0,0,0,0,0,0,0
naphthalene-d8,c1(c(c(c2c(c(c(c(c2c1[2H])[2H])[2H])[2H])[2H])[2H])[2H])[2H],3.3524072174927233,3.3524072174927233,0,0,0,0,0,0,0,0,0
1-methylnaphthalene,Cc1cccc2ccccc12,3.6370528507446607,3.6370528507446607,1,0,0,0,0,0,0,0,0
2-methylnaphthalene,Cc1ccc2ccccc2c1,4.4984764509611095,4.4984764509611095,1,1,1,1,1,1,0,0,0
